date, pm10, o3, no2, so2, co
2017/7/24, 9, 30, 4, 1, 
2017/7/25, 8, 32, 3, 1, 
2017/7/26, 5, 26, 6, , 
2017/7/27, 8, 29, 6, , 
2017/7/28, 10, 37, 5, 1, 
2017/7/29, 14, 47, 3, , 
2017/7/30, 12, 51, 5, 1, 
2017/7/31, 16, 50, 4, , 
2017/8/1, 20, 52, 7, 2, 
2017/8/2, 30, 50, 4, , 
2017/8/3, 21, 34, 9, 1, 
2017/8/4, 20, 51, 5, 1, 
2017/8/5, 17, 28, 5, , 
2017/8/6, 12, 34, 6, 1, 
2017/8/7, 13, 33, 5, , 
2017/8/8, 9, 54, 6, , 
2017/8/9, 21, 46, 8, , 
2017/8/10, 36, 49, 4, , 
2017/8/11, 22, 33, 5, , 
2017/8/12, 7, 29, 5, 1, 
2017/8/13, 9, 32, 6, , 
2017/8/14, 21, 40, 4, , 
2017/8/15, 13, 45, 6, 1, 
2017/8/16, 16, 41, 8, 1, 
2017/8/17, 24, 43, 6, , 
2017/8/18, 20, 44, 5, 1, 
2017/8/19, 13, 24, 4, , 
2017/8/20, 7, 27, 6, 1, 
2017/8/21, 8, 22, 7, 1, 
2017/8/22, 11, 24, 8, 1, 
2017/8/23, 15, 42, 7, , 
2017/8/24, 13, 43, 12, 2, 
2017/8/25, 21, 45, 7, 1, 
2017/8/26, 29, 49, 3, 1, 
2017/8/27, 20, 36, 7, 1, 
2017/8/28, 13, 37, 6, 1, 
2017/8/29, 16, 46, 5, 1, 
2017/8/30, 15, 46, 8, 1, 
2017/8/31, 21, 23, 8, 1, 
2017/9/1, 17, 21, 4, 1, 
2017/9/2, 7, 18, 5, 1, 
2017/9/3, 10, 26, 7, 1, 
2017/9/4, 9, 29, 8, 2, 
2017/9/5, 11, , , , 
2017/9/10, 20, 31, 12, 1, 
2017/9/11, 19, 23, 10, 1, 
2017/9/12, 5, 30, 3, 1, 
2017/9/13, 7, 34, 3, , 
2017/9/14, 7, 28, 5, 1, 
2017/9/15, 7, 16, 9, , 
2017/9/16, 17, 20, 7, 1, 
2017/9/17, 10, 31, 10, 1, 
2017/9/18, 12, 21, 9, 1, 
2017/9/19, 23, 24, 9, 1, 
2017/9/20, 17, 19, 9, 2, 
2017/9/21, 21, 22, 11, 2, 
2017/9/22, 22, 14, 8, 3, 
2017/9/23, 15, 11, 7, 2, 
2017/9/24, 22, 19, 7, 2, 
2017/9/25, 17, 11, 9, 1, 
2017/9/26, 25, 14, 10, 1, 
2017/9/27, 34, 22, 11, 2, 
2017/9/28, 33, 20, 13, 2, 
2017/9/29, 43, 31, 8, 2, 
2017/9/30, 39, 34, 6, 2, 
2017/4/1, 21, 47, 6, 3, 
2017/4/2, 22, 35, 11, 4, 
2017/4/3, 35, 37, 10, 3, 
2017/4/4, 35, 25, 9, 1, 
2017/4/5, 51, 30, 8, 2, 
2017/4/6, 18, 27, 9, 2, 
2017/4/7, 17, 28, 8, 3, 
2017/4/8, 20, 31, 9, 4, 
2017/4/9, 32, 40, 5, 1, 
2017/4/10, 17, 32, 7, 2, 
2017/4/11, 21, 31, 5, 2, 
2017/4/12, 14, 28, 8, 3, 
2017/4/13, 17, 31, 10, 4, 
2017/4/14, 25, 36, 5, 2, 
2017/4/15, 24, 34, 3, 2, 
2017/4/16, 14, 34, 5, 2, 
2017/4/17, 23, 24, 9, 3, 
2017/4/18, 22, 32, 6, 3, 
2017/4/19, 16, 32, 6, 4, 
2017/4/20, 20, 38, 10, 7, 
2017/4/21, 35, 35, 6, 3, 
2017/4/22, 23, 33, 4, 3, 
2017/4/23, 14, 37, 5, 2, 
2017/4/24, 12, 43, 6, 1, 
2017/4/25, 21, 22, 10, 2, 
2017/4/26, 26, 17, 15, 3, 
2017/4/27, 22, 13, 13, 3, 
2017/4/28, 19, 39, 8, 4, 
2017/4/29, 27, 39, 8, 6, 
2017/4/30, 41, 37, 4, 3, 
2017/5/1, 20, 19, 10, 4, 
2017/5/2, 40, 18, 7, 4, 
2017/5/3, 48, 12, 10, 2, 
2017/5/4, 28, 38, 8, 2, 
2017/5/5, 25, 31, 8, 1, 
2017/5/6, 33, 35, 5, 1, 
2017/5/7, 22, 27, 6, 1, 
2017/5/8, 15, 32, 6, 3, 
2017/5/9, 18, 36, 7, 2, 
2017/5/10, 22, 42, 9, 2, 
2017/5/11, 19, 35, 9, 2, 
2017/5/12, 22, 21, 7, 2, 
2017/5/13, 29, 42, 6, 1, 
2017/5/14, 21, 32, 9, 2, 
2017/5/15, 22, 38, 8, , 
2017/5/16, 19, 44, 6, 1, 
2017/5/17, 21, 50, 5, , 
2017/5/18, 22, 51, 6, 1, 
2017/5/19, 23, 34, 5, 1, 
2017/5/20, 26, 35, 3, 1, 
2017/5/21, 13, 42, 8, 2, 
2017/5/22, 23, 42, 6, 1, 
2017/5/23, 22, 26, 7, 1, 
2017/5/24, 16, 28, 7, 1, 
2017/5/25, 16, 34, 8, 1, 
2017/5/26, 21, 38, 6, 1, 
2017/5/27, 23, 40, 4, 2, 
2017/5/28, 15, 41, 5, 1, 
2017/5/29, 14, 50, 6, 1, 
2017/5/30, 18, 39, 6, 1, 
2017/5/31, 14, 37, 7, 1, 
2017/6/1, 16, 45, 8, 1, 
2017/6/2, 18, 64, 5, 1, 
2017/6/3, 22, 49, 3, 1, 
2017/6/4, 20, 43, 4, 1, 
2017/6/5, 13, 44, 3, , 
2017/6/6, 14, 33, 4, 1, 
2017/6/7, 8, 38, 6, 1, 
2017/6/8, 11, 46, 6, 2, 
2017/6/9, 19, 33, 6, 1, 
2017/6/10, 17, 44, 4, 1, 
2017/6/11, 13, 41, 5, , 
2017/6/12, 14, 36, 5, 1, 
2017/6/13, 17, 30, 7, 2, 
2017/6/14, 15, 41, 4, 1, 
2017/6/15, 14, 38, 5, 1, 
2017/6/16, 11, 23, 3, , 
2017/6/17, 9, 34, 4, 1, 
2017/6/18, 12, 45, 6, 1, 
2017/6/19, 17, 50, 6, 1, 
2017/6/20, 20, 43, 8, 2, 
2017/6/21, 18, 50, 7, 2, 
2017/6/22, 18, 46, 5, , 
2017/6/23, 15, 50, 5, 1, 
2017/6/24, 20, 48, 4, 1, 
2017/6/25, 21, 36, 6, 2, 
2017/6/26, 14, 44, 7, 1, 
2017/6/27, 18, 49, 3, 1, 
2017/6/28, 21, 47, 3, , 
2017/6/29, 10, 35, 3, 1, 
2017/6/30, 7, 33, 5, 1, 
2017/1/2, 29, 22, 7, 5, 
2017/1/3, 18, 24, 3, 2, 
2017/1/4, 10, 25, 7, 5, 
2017/1/5, 20, 23, 11, 12, 
2017/1/6, 46, 18, 16, 22, 
2017/1/7, 78, 23, 20, 25, 
2017/1/8, 108, 13, 29, 34, 
2017/1/9, 121, 15, 24, 29, 
2017/1/10, 107, 27, 12, 11, 
2017/1/11, 48, 26, 5, 3, 
2017/1/12, 18, 26, 5, 3, 
2017/1/13, 11, 23, 7, 5, 
2017/1/14, 25, 26, 4, 4, 
2017/1/15, 17, 23, 17, 9, 
2017/1/16, 43, 18, 15, 15, 
2017/1/17, 59, 19, 14, 10, 
2017/1/18, 60, 20, 21, 17, 
2017/1/19, 100, 15, 27, 21, 
2017/1/20, 96, 10, 28, 18, 
2017/1/21, 92, 25, 13, 7, 
2017/1/22, 60, 19, 26, 16, 
2017/1/23, 86, 23, 16, 9, 
2017/1/24, 65, 6, 20, 8, 
2017/1/25, 81, 12, 23, 8, 
2017/1/26, 102, 20, 30, 8, 
2017/1/27, 100, 20, 27, 10, 
2017/1/28, 107, 20, 30, 12, 
2017/1/29, 145, 12, 36, 13, 
2017/1/30, 130, 15, 34, 12, 
2017/1/31, 109, 4, 42, 19, 
2017/2/1, 194, 6, 36, 7, 
2017/2/2, 123, 8, 29, 6, 
2017/2/3, 97, 5, 19, 5, 
2017/2/4, 80, 14, 16, 4, 
2017/2/5, 63, 9, 15, 3, 
2017/2/6, 62, 17, 9, 2, 
2017/2/7, 46, 21, 10, 4, 
2017/2/8, 49, 16, 12, 5, 
2017/2/9, 61, 14, 21, 6, 
2017/2/10, 86, 20, 20, 5, 
2017/2/11, 84, 25, 17, 4, 
2017/2/12, 82, 15, 20, 7, 
2017/2/13, 87, 20, 35, 14, 
2017/2/14, 139, 23, 29, 6, 
2017/2/15, 97, 28, 26, , 
2017/2/16, 82, 27, 20, , 
2017/2/17, 67, 14, 14, , 
2017/2/18, 49, 28, 9, , 
2017/2/19, 30, 28, 6, , 
2017/2/20, 17, 25, 7, , 
2017/2/21, 11, 26, 5, 1, 
2017/2/22, 9, 33, 7, 1, 
2017/2/23, 8, 31, 6, 1, 
2017/2/24, 14, 31, 7, 3, 
2017/2/25, 22, 37, 2, , 
2017/2/26, 9, 39, 6, 2, 
2017/2/27, 19, 38, 4, 2, 
2017/2/28, 19, 34, 5, 3, 
2017/3/1, 11, 33, 4, 2, 
2017/3/2, 11, 35, 6, 3, 
2017/3/3, 15, 42, 2, 2, 
2017/3/4, 15, 41, 4, 1, 
2017/3/5, 12, 32, 8, 3, 
2017/3/6, 18, 30, 11, 4, 
2017/3/7, 24, 22, 12, 8, 
2017/3/8, 43, 22, 12, 6, 
2017/3/9, 34, 13, 16, 8, 
2017/3/10, 47, 31, 8, 6, 
2017/3/11, 33, 23, 9, 9, 
2017/3/12, 45, 24, 14, 9, 
2017/3/13, 47, 31, 18, 10, 
2017/3/14, 62, 22, 13, 9, 
2017/3/15, 52, 25, 12, 6, 
2017/3/16, 34, 35, 7, 4, 
2017/3/17, 31, 33, 4, 2, 
2017/3/18, 11, 36, 3, 2, 
2017/3/19, 11, 22, 9, 3, 
2017/3/20, 20, 26, 11, 4, 
2017/3/21, 30, 24, 13, 4, 
2017/3/22, 32, 22, 10, 4, 
2017/3/23, 29, 17, 14, 6, 
2017/3/24, 52, 37, 9, 5, 
2017/3/25, 38, 34, 8, 6, 
2017/3/26, 30, 34, 12, 7, 
2017/3/27, 42, 36, 13, 5, 
2017/3/28, 42, 39, 9, 3, 
2017/3/29, 31, 30, 10, 3, 
2017/3/30, 31, 38, 9, 2, 
2017/3/31, 22, 44, 5, 2, 
2016/10/1, 21, 33, 5, , 
2016/10/2, 17, 19, 9, 2, 
2016/10/3, 12, 19, 8, 1, 
2016/10/4, 15, 15, 6, , 
2016/10/5, 7, 7, 8, 2, 
2016/10/6, 23, 11, 10, 4, 
2016/10/7, 33, 9, 10, 5, 
2016/10/8, 33, 17, 7, 3, 
2016/10/9, 23, 12, 10, 4, 
2016/10/10, 28, 7, 10, 4, 
2016/10/11, 35, 14, 8, 2, 
2016/10/12, 13, 12, 7, 3, 
2016/10/13, 22, 14, 9, 4, 
2016/10/14, 28, 17, 12, 5, 
2016/10/15, 38, 7, 6, 3, 
2016/10/16, 26, 7, 9, 5, 
2016/10/17, 38, 16, 9, 1, 
2016/10/18, 20, 17, 8, 1, 
2016/10/19, 16, 9, 12, 1, 
2016/10/20, 21, 4, 15, 2, 
2016/10/21, 43, 15, 10, 4, 
2016/10/22, 31, 28, 5, 3, 
2016/10/23, 17, 26, 7, 3, 
2016/10/24, 20, 20, 9, 2, 
2016/10/25, 18, 18, 10, 4, 
2016/10/26, 31, 19, 12, 6, 
2016/10/27, 47, 21, 7, 3, 
2016/10/28, 31, 28, 5, 2, 
2016/10/29, 16, 26, 4, 2, 
2016/10/30, 17, 19, 10, 4, 
2016/10/31, 25, 20, 4, 1, 
2016/11/1, 13, 23, 6, 2, 
2016/11/2, 12, 20, 9, 5, 
2016/11/3, 23, 23, 8, 3, 
2016/11/4, 22, 27, 4, 3, 
2016/11/5, 14, 22, 7, 3, 
2016/11/6, 20, 19, 9, 5, 
2016/11/7, 23, 18, 13, 6, 
2016/11/8, 42, 7, 18, 10, 
2016/11/9, 76, 16, 11, 4, 
2016/11/10, 33, 14, 10, 7, 
2016/11/11, 30, 10, 9, 5, 
2016/11/12, 39, 15, 10, 8, 
2016/11/13, 45, 10, 15, 9, 
2016/11/14, 53, 28, 8, 4, 
2016/11/15, 30, 22, 7, 2, 
2016/11/16, 13, 19, 7, 1, 
2016/11/17, 9, 27, 4, 1, 
2016/11/18, 13, 25, 4, 2, 
2016/11/19, 16, 27, 4, 2, 
2016/11/20, 11, 28, 4, 1, 
2016/11/21, 14, 29, 4, 2, 
2016/11/22, 15, 28, 9, 2, 
2016/11/23, 23, 13, 21, 9, 
2016/11/24, 68, 1, 13, 4, 
2016/11/25, 56, 3, 14, 6, 
2016/11/26, 69, 21, 6, 3, 
2016/11/27, 20, 22, 7, 2, 
2016/11/28, 16, 20, 9, 5, 
2016/11/29, 29, 20, 10, 3, 
2016/11/30, 20, 14, 9, 3, 
2016/12/1, 11, 23, 8, 2, 
2016/12/2, 16, 19, 9, 5, 
2016/12/3, 25, 17, 13, 8, 
2016/12/4, 58, 23, 12, 7, 
2016/12/5, 40, 14, 17, 7, 
2016/12/6, 49, 18, 14, 6, 
2016/12/7, 42, 28, 8, 2, 
2016/12/8, 16, 23, 10, 3, 
2016/12/9, 20, 23, 6, 2, 
2016/12/10, 12, 26, 3, 2, 
2016/12/11, 12, 21, 10, 4, 
2016/12/12, 22, 22, 12, 5, 
2016/12/13, 39, 20, 10, 3, 
2016/12/14, 29, 9, 14, 5, 
2016/12/15, 42, 12, 16, 7, 
2016/12/16, 58, 15, 15, 8, 
2016/12/17, 56, 5, 15, 13, 
2016/12/18, 93, 6, 17, 9, 
2016/12/19, 75, 5, 23, 18, 
2016/12/20, 122, 8, 20, 12, 
2016/12/21, 83, 5, 17, 12, 
2016/12/22, 71, 4, 17, 10, 
2016/12/23, 74, 13, 9, 6, 
2016/12/24, 36, 22, 3, 2, 
2016/12/25, 14, 23, 3, 3, 
2016/12/26, 9, 27, 3, 2, 
2016/12/27, 15, 24, 6, 2, 
2016/12/28, 22, 17, 14, 8, 
2016/12/29, 45, 13, 17, 14, 
2016/12/30, 79, 19, 18, 14, 
2016/12/31, 83, 23, 14, 11, 
2017/1/1, 68, 28, 8, 4, 
2016/7/1, 13, 43, 2, , 
2016/7/2, 10, 32, 3, , 
2016/7/3, 8, 36, 5, 1, 
2016/7/4, 9, 39, 5, , 
2016/7/5, 10, 34, 5, 2, 
2016/7/6, 12, 34, 5, 1, 
2016/7/7, 11, 45, 6, 1, 
2016/7/8, 16, 38, 4, , 
2016/7/9, 13, 36, 4, 1, 
2016/7/10, 9, 46, 2, , 
2016/7/11, 15, 44, 6, , 
2016/7/12, 14, 33, 6, 1, 
2016/7/13, 9, 29, 5, , 
2016/7/14, 6, 25, 4, 1, 
2016/7/15, 8, 20, 5, 1, 
2016/7/16, 9, 16, 7, 1, 
2016/7/17, 12, 18, 7, , 
2016/7/18, 12, 23, 7, 1, 
2016/7/19, 13, 31, 7, 1, 
2016/7/20, 13, 44, 7, 1, 
2016/7/21, 16, 50, 8, 1, 
2016/7/22, 23, 58, 5, 1, 
2016/7/23, 22, 46, 4, , 
2016/7/24, 18, 34, 6, , 
2016/7/25, 20, 39, 7, 2, 
2016/7/26, 21, 39, 7, , 
2016/7/27, 22, 25, 10, 3, 
2016/7/28, 15, 37, 5, 1, 
2016/7/29, 16, 33, 3, , 
2016/7/30, 9, 33, 1, , 
2016/7/31, 10, 33, 7, , 
2016/8/1, 8, 39, 6, , 
2016/8/2, 12, 30, 7, 1, 
2016/8/3, 11, 32, 5, 1, 
2016/8/4, 9, 36, 4, 1, 
2016/8/5, 15, 18, 5, , 
2016/8/6, 9, 35, 4, 1, 
2016/8/7, 9, 42, 5, 1, 
2016/8/8, 13, 40, 6, 1, 
2016/8/9, 16, 23, 7, , 
2016/8/10, 76, 22, 7, , 
2016/8/11, 12, 29, 6, 1, 
2016/8/12, 12, 19, 5, , 
2016/8/13, 9, 30, 5, , 
2016/8/14, 9, 31, 5, , 
2016/8/15, 9, 28, 8, 2, 
2016/8/16, 14, 31, 8, 1, 
2016/8/17, 18, 36, 5, , 
2016/8/18, 13, 32, 3, 1, 
2016/8/19, 13, , , 1, 
2016/8/21, 6, 17, 11, 1, 
2016/8/22, 14, 36, 8, 2, 
2016/8/23, 14, 32, 9, 2, 
2016/8/24, 19, 35, 6, , 
2016/8/25, 13, 39, 7, , 
2016/8/26, 16, 39, 7, , 
2016/8/27, 18, 42, 3, 1, 
2016/8/28, 16, 41, 6, 1, 
2016/8/29, 20, 32, 9, , 
2016/8/30, 15, 35, 6, 1, 
2016/8/31, 18, 44, 7, 1, 
2016/9/1, 17, 47, 10, 1, 
2016/9/2, 27, 44, 6, 1, 
2016/9/3, 26, 47, 3, , 
2016/9/4, 14, 27, 7, 1, 
2016/9/5, 6, 12, 9, , 
2016/9/6, 10, 29, 7, , 
2016/9/7, 19, 40, 6, , 
2016/9/8, 20, 44, 7, 1, 
2016/9/9, 23, 50, 6, 1, 
2016/9/10, 26, 43, 5, 1, 
2016/9/11, 21, 44, 7, 1, 
2016/9/12, 26, 45, 9, 1, 
2016/9/13, 33, 42, 9, , 
2016/9/14, 32, 36, 8, , 
2016/9/15, 25, 38, 9, 1, 
2016/9/16, 26, 22, 6, , 
2016/9/17, 12, 10, 4, , 
2016/9/18, 20, 14, 6, , 
2016/9/19, 17, 20, 9, 1, 
2016/9/20, 23, 12, 12, 1, 
2016/9/21, 24, 16, 10, 1, 
2016/9/22, 24, 26, 9, 1, 
2016/9/23, 24, 26, 11, 2, 
2016/9/24, 33, 28, 6, 1, 
2016/9/25, 28, 19, 10, 1, 
2016/9/26, 27, 23, 11, 2, 
2016/9/27, 35, 37, 6, 1, 
2016/9/28, 25, 34, 7, , 
2016/9/29, 14, 36, 8, 1, 
2016/9/30, 17, 39, 7, 1, 
2016/4/1, 37, 31, 8, 4, 
2016/4/2, 34, 35, 7, 3, 
2016/4/3, 22, 35, 10, 4, 
2016/4/4, 71, 37, 12, 3, 
2016/4/5, 43, 24, 11, 3, 
2016/4/6, 39, 30, 8, 2, 
2016/4/7, 28, 18, 12, 3, 
2016/4/8, 42, 18, 11, 2, 
2016/4/9, 28, 14, 7, 2, 
2016/4/10, 26, 11, 14, 3, 
2016/4/11, 45, 19, 13, 5, 
2016/4/12, 51, 34, 12, 3, 
2016/4/13, 32, 20, 12, 3, 
2016/4/14, 31, 35, 6, 2, 
2016/4/15, 18, 37, 8, 1, 
2016/4/16, 15, 39, 7, 1, 
2016/4/17, 16, 26, 10, 3, 
2016/4/18, 21, 32, 9, 4, 
2016/4/19, 30, 28, 8, 2, 
2016/4/20, 24, 31, 11, 4, 
2016/4/21, 27, 35, 10, 3, 
2016/4/22, 28, 38, 9, 4, 
2016/4/23, 35, 26, 7, 3, 
2016/4/24, 28, 28, 9, 4, 
2016/4/25, 29, 35, 6, 2, 
2016/4/26, 21, 29, 9, 2, 
2016/4/27, 15, 35, 6, 2, 
2016/4/28, 11, 40, 8, 3, 
2016/4/29, 21, 40, 6, 3, 
2016/4/30, 27, 27, 7, 3, 
2016/5/1, 39, 31, 9, 3, 
2016/5/2, 30, 34, 6, 3, 
2016/5/3, 26, 24, 9, 3, 
2016/5/4, 30, 25, 9, 1, 
2016/5/5, 33, 43, 8, 1, 
2016/5/6, 20, 42, 6, 1, 
2016/5/7, 21, 33, 5, 1, 
2016/5/8, 15, 35, 7, 1, 
2016/5/9, 18, 32, 9, 1, 
2016/5/10, 18, 41, 8, 2, 
2016/5/11, 18, 44, 7, 1, 
2016/5/12, 17, 28, 12, 1, 
2016/5/13, 20, 33, 6, 1, 
2016/5/14, 24, 34, 3, 1, 
2016/5/15, 13, 29, 5, 2, 
2016/5/16, 10, 27, 8, 2, 
2016/5/17, 14, 29, 10, 3, 
2016/5/18, 23, 41, 6, 9, 
2016/5/19, 24, 44, 11, 3, 
2016/5/20, 30, 45, 7, 2, 
2016/5/21, 26, 45, 5, 1, 
2016/5/22, 18, 52, 5, 1, 
2016/5/23, 19, 38, 10, 1, 
2016/5/24, 28, 33, 7, 1, 
2016/5/25, 29, 31, 4, 1, 
2016/5/26, 29, 40, 4, 1, 
2016/5/27, 22, 38, 3, 1, 
2016/5/28, 12, 33, 4, 1, 
2016/5/29, 12, 36, 7, , 
2016/5/30, 13, 44, 6, 2, 
2016/5/31, 15, 35, 5, , 
2016/6/1, 8, 24, 10, , 
2016/6/2, 11, 26, 6, 1, 
2016/6/3, 15, 44, 5, 1, 
2016/6/4, 20, 46, 5, 1, 
2016/6/5, 20, 38, 5, 1, 
2016/6/6, 13, 43, 7, 1, 
2016/6/7, 16, 54, 7, 1, 
2016/6/8, 20, 34, 10, 3, 
2016/6/9, 25, 38, 6, 1, 
2016/6/10, 19, 32, 7, 3, 
2016/6/11, 21, 39, 3, 1, 
2016/6/12, 18, 30, 7, , 
2016/6/13, 15, 38, 6, 1, 
2016/6/14, 18, 33, 7, , 
2016/6/15, 14, 36, 3, , 
2016/6/16, 9, 36, 3, , 
2016/6/17, 24, 38, 4, , 
2016/6/18, 7, 45, 3, , 
2016/6/19, 12, 26, 8, 1, 
2016/6/20, 14, 38, 7, , 
2016/6/21, 15, 46, 6, , 
2016/6/22, 17, 52, 6, , 
2016/6/23, 25, 53, 4, 1, 
2016/6/24, 25, 33, 4, , 
2016/6/25, 24, 28, 4, , 
2016/6/26, 16, 23, 7, 2, 
2016/6/27, 14, 38, 7, 1, 
2016/6/28, 15, 47, 5, 1, 
2016/6/29, 18, 42, 5, , 
2016/6/30, 12, 44, 6, , 
2016/1/4, 154, 8, 22, 35, 
2016/1/5, 135, 9, 23, 32, 
2016/1/6, 118, 7, 20, 23, 
2016/1/7, 106, 47, 9, 10, 
2016/1/8, 28, 23, 18, 18, 
2016/1/9, 76, 15, 16, 19, 
2016/1/10, 101, 18, 17, 9, 
2016/1/11, 54, 46, 4, 4, 
2016/1/12, 11, 19, 6, 4, 
2016/1/13, 13, 18, 9, 4, 
2016/1/14, 20, 17, 9, 6, 
2016/1/15, 29, 10, 12, 9, 
2016/1/16, 49, 20, 13, 15, 
2016/1/17, 54, 13, 23, 25, 
2016/1/18, 84, 12, 20, 19, 
2016/1/19, 78, 18, 10, 8, 
2016/1/20, 41, 17, 14, 11, 
2016/1/21, 47, 19, 19, 19, 
2016/1/22, 58, 23, 10, 10, 
2016/1/23, 47, 13, 14, 12, 
2016/1/24, 46, 18, 9, 4, 
2016/1/25, 19, 9, 12, 6, 
2016/1/26, 31, 23, 5, 2, 
2016/1/27, 11, 25, 11, 5, 
2016/1/28, 25, 22, 9, 4, 
2016/1/29, 29, 28, 2, 1, 
2016/1/30, 11, 26, 3, 3, 
2016/1/31, 13, 24, 7, 5, 
2016/2/1, 12, 25, 3, 4, 
2016/2/2, 46, 24, 8, 4, 
2016/2/3, 17, 19, 7, 5, 
2016/2/4, 18, 20, 12, 4, 
2016/2/5, 26, 26, 5, 2, 
2016/2/6, 13, 32, 1, 1, 
2016/2/7, 12, 31, 3, 1, 
2016/2/8, 12, 31, 2, , 
2016/2/9, 6, 29, 9, 3, 
2016/2/10, 17, 22, 6, 4, 
2016/2/11, 14, 25, 9, 3, 
2016/2/12, 22, 19, 14, 8, 
2016/2/13, 63, 30, 5, 3, 
2016/2/14, 15, 13, 15, 6, 
2016/2/15, 45, 12, 10, 4, 
2016/2/16, 28, 17, 10, 5, 
2016/2/17, 37, 19, 20, 14, 
2016/2/18, 75, 11, 12, 5, 
2016/2/19, 30, 28, 6, 3, 
2016/2/20, 19, 24, 5, 3, 
2016/2/21, 11, 24, 2, 2, 
2016/2/22, 5, 24, 16, 4, 
2016/2/23, 44, 18, 13, 6, 
2016/2/24, 37, 18, 15, 7, 
2016/2/25, 43, 23, 16, 11, 
2016/2/26, 51, 29, 11, 9, 
2016/2/27, 49, 21, 15, 14, 
2016/2/28, 62, 5, 13, 7, 
2016/2/29, 54, 12, 10, 5, 
2016/3/1, 26, 26, 10, 4, 
2016/3/2, 22, 25, 15, 7, 
2016/3/3, 42, 7, 15, 7, 
2016/3/4, 49, 32, 7, 3, 
2016/3/5, 28, 34, 8, 4, 
2016/3/6, 25, 13, 17, 8, 
2016/3/7, 55, 16, 14, 5, 
2016/3/8, 48, 14, 13, 6, 
2016/3/9, 45, 10, 11, 5, 
2016/3/10, 41, 5, 12, 6, 
2016/3/11, 29, 3, 9, 5, 
2016/3/12, 26, 19, 6, 3, 
2016/3/13, 27, 24, 13, 9, 
2016/3/14, 53, 18, 11, 6, 
2016/3/15, 34, 25, 12, 8, 
2016/3/16, 46, 29, 16, 10, 
2016/3/17, 61, 32, 11, 7, 
2016/3/18, 46, 30, 10, 7, 
2016/3/19, 34, 21, 6, 5, 
2016/3/20, 33, 24, 8, 4, 
2016/3/21, 22, 26, 11, 6, 
2016/3/22, 28, 19, 16, 10, 
2016/3/23, 57, 30, 16, 11, 
2016/3/24, 55, 28, 10, 7, 
2016/3/25, 41, 18, 12, 9, 
2016/3/26, 51, 32, 6, 5, 
2016/3/27, 36, 34, 4, 2, 
2016/3/28, 16, 32, 5, 2, 
2016/3/29, 14, 31, 10, 2, 
2016/3/30, 16, 27, 12, 4, 
2016/3/31, 27, 21, 13, 4, 
2015/10/1, 26, 21, 13, 2, 
2015/10/2, 32, 31, 5, 2, 
2015/10/3, 18, 36, 5, 10, 
2015/10/4, 12, 21, 18, 3, 
2015/10/5, 39, 24, 13, 2, 
2015/10/6, 42, 13, 9, 1, 
2015/10/7, 37, 10, 12, 6, 
2015/10/8, 38, 12, 13, 6, 
2015/10/9, 44, 22, 9, 5, 
2015/10/10, 36, 25, 6, 5, 
2015/10/11, 29, 19, 12, 5, 
2015/10/12, 29, 4, 15, 8, 
2015/10/13, 58, 8, 12, 5, 
2015/10/14, 50, 3, 10, 4, 
2015/10/15, 43, 6, 13, 8, 
2015/10/16, 36, 11, 10, 4, 
2015/10/17, 19, 18, 9, 3, 
2015/10/18, 26, 18, 11, 5, 
2015/10/19, 44, 12, 14, 5, 
2015/10/20, 47, 8, 11, 4, 
2015/10/21, 27, 13, 13, 5, 
2015/10/22, 28, 18, 10, 4, 
2015/10/23, 21, 21, 13, 7, 
2015/10/24, 50, 20, 8, 5, 
2015/10/25, 32, 18, 13, 8, 
2015/10/26, 42, 13, 15, 8, 
2015/10/27, 57, 13, 19, 9, 
2015/10/28, 58, 14, 21, 9, 
2015/10/29, 59, 11, 16, 9, 
2015/10/30, 72, 8, 15, 5, 
2015/10/31, 83, 31, 10, 6, 
2015/11/1, 38, 22, 23, 10, 
2015/11/2, 61, 15, 29, 16, 
2015/11/3, 95, 20, 24, 13, 
2015/11/4, 77, 14, 24, 18, 
2015/11/5, 92, 14, 25, 15, 
2015/11/6, 83, 15, 11, 5, 
2015/11/7, 37, 23, 7, 4, 
2015/11/8, 20, 16, 8, 3, 
2015/11/9, 19, 20, 7, 4, 
2015/11/10, 14, 18, 7, 5, 
2015/11/11, 13, 21, 8, 4, 
2015/11/12, 17, 24, 8, 2, 
2015/11/13, 19, 28, 4, 2, 
2015/11/14, 11, 28, 2, 1, 
2015/11/15, 4, 17, 13, 4, 
2015/11/16, 21, 23, 7, 1, 
2015/11/17, 11, 24, 6, 3, 
2015/11/18, 10, 27, 4, 1, 
2015/11/19, 7, 26, 9, 2, 
2015/11/20, 12, 25, 11, 5, 
2015/11/21, 29, 17, 12, 8, 
2015/11/22, 50, 23, 9, 4, 
2015/11/23, 16, 21, 11, 10, 
2015/11/24, 31, 24, 9, 12, 
2015/11/25, 23, 15, 17, 19, 
2015/11/26, 62, 7, 15, 16, 
2015/11/27, 64, 16, 9, 8, 
2015/11/28, 38, 27, 4, 2, 
2015/11/29, 9, 28, 7, 4, 
2015/11/30, 10, 29, 5, 3, 
2015/12/1, 43, 25, 10, 5, 
2015/12/2, 20, 15, 15, 8, 
2015/12/3, 44, 28, 6, 3, 
2015/12/4, 17, 27, 6, 3, 
2015/12/5, 15, 31, 5, 3, 
