name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
cracow,2022-05-11,25,7,17.2,25,7,17.2,8,57.8,0,0,0,,0,0,28.2,25.2,236,1016.2,55,24.7,383.5,33.2,10,10,2022-05-11T05:00:15,2022-05-11T20:14:04,0.37,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"12575099999,12566099999,E9997,12660099999,11918099999,EPKK,E6527,12560099999"
cracow,2022-05-12,26,10.8,19.6,26,10.8,19.6,9.6,55.6,0,0,0,rain,0,0,56.7,39.2,257.6,1014.1,32.1,24.3,328.3,28.1,10,30,2022-05-12T04:58:45,2022-05-12T20:15:31,0.41,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"12575099999,12566099999,E9997,12660099999,11918099999,EPKK,E6527,12560099999"
cracow,2022-05-13,23,10.1,16.6,23,10.1,16.6,8.9,62.2,0.552,100,8.33,rain,0,0,41.8,22.4,253.8,1016.1,49.5,24.5,395.9,34.3,10,30,2022-05-13T04:57:17,2022-05-13T20:16:57,0.45,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"12575099999,12566099999,E9997,12660099999,11918099999,EPKK,E6527,12560099999"
cracow,2022-05-14,20,9,15.3,20,8.5,15.3,6.9,59.2,0,0,0,rain,0,0,34.2,26.6,264.5,1018.7,54.8,24.5,311,26.9,10,10,2022-05-14T04:55:50,2022-05-14T20:18:23,0.48,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"12575099999,12566099999,E9997,12660099999,11918099999,EPKK,E6527,12560099999"
cracow,2022-05-15,20.7,9.9,15.2,20.7,9.9,15.2,6.5,59.5,0,0,0,rain,0,0,34.9,21.1,275.3,1019.9,50.2,22.2,399,34.6,10,10,2022-05-15T04:54:25,2022-05-15T20:19:48,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"12575099999,12566099999,E9997,12660099999,11918099999,EPKK,E6527,12560099999"
cracow,2022-05-16,23.6,5.9,15.3,23.6,5.9,15.3,5.8,57.5,0,0,0,,0,0,27.6,10.9,200.9,1019.5,42.3,25.3,397.3,34.3,10,10,2022-05-16T04:53:03,2022-05-16T20:21:12,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"12575099999,12566099999,E9997,12660099999,11918099999,EPKK,E6527,12560099999"
cracow,2022-05-17,20.1,11.9,15.4,20.1,11.9,15.4,6.2,55.1,0.029,100,8.33,rain,0,0,21,19.9,27.4,1018.2,83.7,26.7,195.9,17.1,8,10,2022-05-17T04:51:42,2022-05-17T20:22:35,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"12575099999,12566099999,E9997,12660099999,11918099999,EPKK,12560099999"
cracow,2022-05-18,18.6,4.8,12.2,18.6,2,11.5,-0.4,44.5,0,0,0,,0,0,14.7,16.3,43.5,1027.3,4.4,27.5,366.8,31.6,10,10,2022-05-18T04:50:24,2022-05-18T20:23:57,0.54,Clear,Clear conditions throughout the day.,clear-day,"12575099999,12566099999,E9997,12660099999,11918099999,EPKK,12560099999"
cracow,2022-05-19,24.8,2.6,15,24.8,2.6,15,3.2,50.1,0,0,0,,0,0,31.6,14.5,238.4,1026.1,38.4,26.4,370.3,32,10,10,2022-05-19T04:49:07,2022-05-19T20:25:18,0.58,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"12575099999,12566099999,E9997,12660099999,11918099999,EPKK,12560099999"
cracow,2022-05-20,27,8.1,18.7,26.8,8.1,18.7,9.2,56.1,0,0,0,rain,0,0,28.1,28.6,235.1,1019.4,68,25.2,287.5,24.8,10,30,2022-05-20T04:47:53,2022-05-20T20:26:38,0.63,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"12575099999,12566099999,E9997,12660099999,11918099999,EPKK,12560099999"
cracow,2022-05-21,21.8,13.7,18.8,21.8,13.7,18.8,9.5,56.9,0.186,100,8.33,rain,0,0,66,40,269.9,1013.3,52.4,25.4,284.4,24.6,10,10,2022-05-21T04:46:41,2022-05-21T20:27:57,0.68,"Rain, Partially cloudy",Clearing in the afternoon with rain in the morning and afternoon.,rain,"12575099999,12566099999,E9997,12660099999,11918099999,EPKK,12560099999"
cracow,2022-05-22,17,9.2,14.1,17,7.5,14,6,59.7,0,0,0,rain,0,0,48.7,31.3,277.6,1014.3,65.5,25.2,149.5,13.1,6,10,2022-05-22T04:45:31,2022-05-22T20:29:14,0.74,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"12575099999,12566099999,E9997,12660099999,11918099999,EPKK,12560099999"
cracow,2022-05-23,18,5.8,13,18,5.8,13,6,64.8,0,0,0,rain,0,0,27.7,18,73.2,1013,40.4,22.5,220.9,19,10,10,2022-05-23T04:44:23,2022-05-23T20:30:31,0.79,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"12575099999,12566099999,E9997,12660099999,11918099999,EPKK,12560099999"
cracow,2022-05-24,20.1,9.8,14.6,20.1,8,14.2,9.9,73.8,0.383,100,8.33,rain,0,0,17.3,13.4,34.2,1009.9,79.1,20.4,194.5,16.8,9,10,2022-05-24T04:43:18,2022-05-24T20:31:45,0.85,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"12575099999,12566099999,E9997,12660099999,11918099999,EPKK,12560099999"
cracow,2022-05-25,17.8,11.8,14.3,17.8,11.8,14.3,13,92,2.161,100,16.67,rain,0,0,24.9,26.8,261.5,1014.3,92.4,8.1,120.1,10.2,9,10,2022-05-25T04:42:15,2022-05-25T20:32:59,0.89,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"12575099999,12566099999,E9997,12660099999,11918099999,EPKK,12560099999"
cracow,2022-05-26,21.8,8,15.6,21.8,7.3,15.3,9.1,69.5,0,0,0,rain,0,0,53,37.5,242.1,1018.3,56.8,16.6,241.5,21.1,10,10,2022-05-26T04:41:14,2022-05-26T20:34:11,0.93,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"12575099999,12566099999,E9997,12660099999,11918099999,EPKK,12560099999"
cracow,2022-05-27,21.3,10,14.8,21.3,10,14.8,9.5,72.8,4.888,100,8.33,rain,0,0,63.5,40.5,240.5,1015.4,83.5,20.1,181,15.7,9,10,2022-05-27T04:40:16,2022-05-27T20:35:22,0.96,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"12575099999,12566099999,E9997,12660099999,11918099999,EPKK,12560099999"
cracow,2022-05-28,15.5,7.9,11.3,15.5,6.1,10.8,5.8,71.2,0.135,100,12.5,rain,0,0,52.4,33.3,244.7,1013.7,49.4,23.2,332,28.7,10,10,2022-05-28T04:39:21,2022-05-28T20:36:31,0.99,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"12575099999,12566099999,E9997,12660099999,11918099999,EPKK,12560099999"
cracow,2022-05-29,17.9,4,12.1,17.9,2.8,11.7,4.2,61.8,0,0,0,rain,0,0,17.3,13.6,279.4,1012.7,45.4,26.6,243.8,21.1,10,10,2022-05-29T04:38:27,2022-05-29T20:37:38,1,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"12575099999,12566099999,E9997,12660099999,11918099999,EPKK,12560099999"
cracow,2022-05-30,17.8,9.2,12.9,17.8,7.5,12.7,7.4,71.2,0.32,100,8.33,rain,0,0,38.3,21.5,252.7,1011.4,73.8,19.3,255.7,22.2,10,10,2022-05-30T04:37:37,2022-05-30T20:38:43,0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"12575099999,12566099999,E9997,12660099999,11918099999,EPKK,12560099999"
cracow,2022-05-31,22.9,6.9,15.7,22.9,6.9,15.7,7.2,60.7,0.047,100,4.17,rain,0,0,31.1,17.3,63.2,1015.7,38,24.2,309.2,26.7,10,10,2022-05-31T04:36:49,2022-05-31T20:39:47,0,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"12575099999,12566099999,E9997,12660099999,11918099999,EPKK,12560099999"
cracow,2022-06-01,23.9,11.2,17,23.9,11.2,17,9.2,64.3,0.276,100,4.17,rain,0,0,28.1,24,239,1014.7,57.5,23.5,243.8,21,9,10,2022-06-01T04:36:04,2022-06-01T20:40:49,0.02,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"12575099999,12566099999,E9997,12660099999,11918099999,EPKK,12560099999"
cracow,2022-06-02,21.9,13,17.2,21.9,13,17.2,9.8,65.1,0.095,100,12.5,rain,0,0,35.4,24,279.2,1018.9,63.6,21.3,243.8,21,10,10,2022-06-02T04:35:21,2022-06-02T20:41:49,0.04,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"12575099999,12566099999,E9997,12660099999,11918099999,EPKK,12560099999"
cracow,2022-06-03,25,7,17.5,25,5.7,17.4,7.3,55.4,0,0,0,,0,0,38.2,19,52.6,1021.9,30.4,25.1,393.1,33.9,10,10,2022-06-03T04:34:41,2022-06-03T20:42:47,0.07,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"12575099999,12566099999,E9997,12660099999,11918099999,EPKK,12560099999"
cracow,2022-06-04,19.1,14.2,16.6,19.1,14.2,16.6,13.2,81.2,2.564,100,12.5,rain,0,0,27.4,12.8,38.5,1018.2,84.2,15.5,131.7,11.4,5,10,2022-06-04T04:34:04,2022-06-04T20:43:43,0.11,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"12575099999,12566099999,E9997,12660099999,11918099999,EPKK,12560099999"
